# Copyright (C) 2022  Intel Corporation. All rights reserved.
# Your use of Intel Corporation's design tools, logic functions 
# and other software and tools, and any partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Intel Program License 
# Subscription Agreement, the Intel Quartus Prime License Agreement,
# the Intel FPGA IP License Agreement, or other applicable license
# agreement, including, without limitation, that your use is for
# the sole purpose of programming logic devices manufactured by
# Intel and sold by Intel or its authorized distributors.  Please
# refer to the applicable agreement for further details, at
# https://fpgasoftware.intel.com/eula.

# Quartus Prime Version 22.1std.0 Build 915 10/25/2022 SC Lite Edition
# File: D:\2024\FPGA\codeFPGAL_LIB\SDRAM_VERILOG\sdram_controller.csv
# Generated on: Sat Jul  6 13:34:52 2024

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus Prime software.

To,Direction,Location,I/O Bank,VREF Group,Fitter Location,I/O Standard,Reserved,Current Strength,Slew Rate,Differential Pair,Strict Preservation
pin_ADDR[2],Output,PIN_U8,2,B2_N1,PIN_U8,2.5 V,,,,,
pin_ADDR[1],Output,PIN_V8,2,B2_N1,PIN_V8,2.5 V,,,,,
pin_ADDR[0],Output,PIN_R6,2,B2_N0,PIN_R6,2.5 V,,,,,
pin_BA[1],Output,PIN_R4,2,B2_N0,PIN_R4,2.5 V,,,,,
pin_BA[0],Output,PIN_U7,2,B2_N1,PIN_U7,2.5 V,,,,,
pin_CAS_N,Output,PIN_V7,2,B2_N1,PIN_V7,2.5 V,,,,,
pin_CKE,Output,PIN_AA6,2,B2_N2,PIN_AA6,2.5 V,,,,,
pin_CLK,Output,PIN_AE5,3,B3_N2,PIN_AE5,2.5 V,,,,,
pin_CS_N,Output,PIN_T4,2,B2_N0,PIN_T4,2.5 V,,,,,
pin_DQ[31],Bidir,PIN_U1,2,B2_N0,PIN_U1,2.5 V,,,,,
pin_DQ[30],Bidir,PIN_U4,2,B2_N0,PIN_U4,2.5 V,,,,,
pin_DQ[29],Bidir,PIN_T3,2,B2_N0,PIN_T3,2.5 V,,,,,
pin_DQ[28],Bidir,PIN_R3,2,B2_N0,PIN_R3,2.5 V,,,,,
pin_DQ[27],Bidir,PIN_R2,2,B2_N0,PIN_R2,2.5 V,,,,,
pin_DQ[26],Bidir,PIN_R1,2,B2_N0,PIN_R1,2.5 V,,,,,
pin_DQ[25],Bidir,PIN_R7,2,B2_N0,PIN_R7,2.5 V,,,,,
pin_DQ[24],Bidir,PIN_U5,2,B2_N1,PIN_U5,2.5 V,,,,,
pin_DQ[23],Bidir,PIN_L7,1,B1_N2,PIN_L7,2.5 V,,,,,
pin_DQ[22],Bidir,PIN_M7,1,B1_N2,PIN_M7,2.5 V,,,,,
pin_DQ[21],Bidir,PIN_M4,1,B1_N1,PIN_M4,2.5 V,,,,,
pin_DQ[20],Bidir,PIN_N4,1,B1_N2,PIN_N4,2.5 V,,,,,
pin_DQ[19],Bidir,PIN_N3,1,B1_N2,PIN_N3,2.5 V,,,,,
pin_DQ[18],Bidir,PIN_P2,1,B1_N2,PIN_P2,2.5 V,,,,,
pin_DQ[17],Bidir,PIN_L8,1,B1_N2,PIN_L8,2.5 V,,,,,
pin_DQ[16],Bidir,PIN_M8,1,B1_N2,PIN_M8,2.5 V,,,,,
pin_DQ[15],Bidir,PIN_AC2,2,B2_N1,PIN_AC2,2.5 V,,,,,
pin_DQ[14],Bidir,PIN_AB3,2,B2_N1,PIN_AB3,2.5 V,,,,,
pin_DQ[13],Bidir,PIN_AC1,2,B2_N1,PIN_AC1,2.5 V,,,,,
pin_DQ[12],Bidir,PIN_AB2,2,B2_N0,PIN_AB2,2.5 V,,,,,
pin_DQ[11],Bidir,PIN_AA3,2,B2_N1,PIN_AA3,2.5 V,,,,,
pin_DQ[10],Bidir,PIN_AB1,2,B2_N0,PIN_AB1,2.5 V,,,,,
pin_DQ[9],Bidir,PIN_Y4,2,B2_N1,PIN_Y4,2.5 V,,,,,
pin_DQ[8],Bidir,PIN_Y3,2,B2_N1,PIN_Y3,2.5 V,,,,,
pin_DQ[7],Bidir,PIN_U3,2,B2_N0,PIN_U3,2.5 V,,,,,
pin_DQ[6],Bidir,PIN_V1,2,B2_N0,PIN_V1,2.5 V,,,,,
pin_DQ[5],Bidir,PIN_V2,2,B2_N0,PIN_V2,2.5 V,,,,,
pin_DQ[4],Bidir,PIN_V3,2,B2_N0,PIN_V3,2.5 V,,,,,
pin_DQ[3],Bidir,PIN_W1,2,B2_N1,PIN_W1,2.5 V,,,,,
pin_DQ[2],Bidir,PIN_V4,2,B2_N0,PIN_V4,2.5 V,,,,,
pin_DQ[1],Bidir,PIN_W2,2,B2_N0,PIN_W2,2.5 V,,,,,
pin_DQ[0],Bidir,PIN_W3,2,B2_N2,PIN_W3,2.5 V,,,,,
pin_DQM0,Output,PIN_U2,2,B2_N0,PIN_U2,2.5 V,,,,,
pin_DQM1,Output,PIN_W4,2,B2_N2,PIN_W4,2.5 V,,,,,
pin_DQM2,Output,PIN_K8,1,B1_N2,PIN_K8,2.5 V,,,,,
pin_DQM3,Output,PIN_N8,1,B1_N2,PIN_N8,2.5 V,,,,,
pin_RAS_N,Output,PIN_U6,2,B2_N1,PIN_U6,2.5 V,,,,,
pin_WE_N,Output,PIN_V6,2,B2_N1,PIN_V6,2.5 V,,,,,
pin_led[31],Output,PIN_AE25,4,B4_N1,PIN_AE25,2.5 V,,,,,
pin_led[30],Output,PIN_AE24,4,B4_N0,PIN_AE24,2.5 V,,,,,
pin_led[29],Output,PIN_AF26,4,B4_N1,PIN_AF26,2.5 V,,,,,
pin_led[28],Output,PIN_AG23,4,B4_N1,PIN_AG23,2.5 V,,,,,
pin_led[27],Output,PIN_AH26,4,B4_N0,PIN_AH26,2.5 V,,,,,
pin_led[26],Output,PIN_AG26,4,B4_N0,PIN_AG26,2.5 V,,,,,
pin_led[25],Output,PIN_H15,7,B7_N2,PIN_H15,2.5 V,,,,,
pin_led[24],Output,PIN_G16,7,B7_N2,PIN_G16,2.5 V,,,,,
pin_led[23],Output,PIN_G15,7,B7_N2,PIN_G15,2.5 V,,,,,
pin_led[22],Output,PIN_F15,7,B7_N2,PIN_F15,2.5 V,,,,,
pin_led[21],Output,PIN_H17,7,B7_N2,PIN_H17,2.5 V,,,,,
pin_led[20],Output,PIN_J16,7,B7_N2,PIN_J16,2.5 V,,,,,
pin_led[19],Output,PIN_H16,7,B7_N2,PIN_H16,2.5 V,,,,,
pin_led[18],Output,PIN_J15,7,B7_N2,PIN_J15,2.5 V,,,,,
pin_led[17],Output,PIN_G17,7,B7_N1,PIN_G17,2.5 V,,,,,
pin_led[16],Output,PIN_J17,7,B7_N2,PIN_J17,2.5 V,,,,,
pin_led[15],Output,PIN_H19,7,B7_N2,PIN_H19,2.5 V,,,,,
pin_led[14],Output,PIN_J19,7,B7_N2,PIN_J19,2.5 V,,,,,
pin_led[13],Output,PIN_E18,7,B7_N1,PIN_E18,2.5 V,,,,,
pin_led[12],Output,PIN_F18,7,B7_N1,PIN_F18,2.5 V,,,,,
pin_led[11],Output,PIN_F21,7,B7_N0,PIN_F21,2.5 V,,,,,
pin_led[10],Output,PIN_E19,7,B7_N0,PIN_E19,2.5 V,,,,,
pin_led[9],Output,PIN_F19,7,B7_N0,PIN_F19,2.5 V,,,,,
pin_led[8],Output,PIN_G19,7,B7_N2,PIN_G19,2.5 V,,,,,
pin_led[7],Output,PIN_G21,7,B7_N1,PIN_G21,2.5 V,,,,,
pin_led[6],Output,PIN_G22,7,B7_N2,PIN_G22,2.5 V,,,,,
pin_led[5],Output,PIN_G20,7,B7_N1,PIN_G20,2.5 V,,,,,
pin_led[4],Output,PIN_H21,7,B7_N2,PIN_H21,2.5 V,,,,,
pin_led[3],Output,PIN_E24,7,B7_N1,PIN_E24,2.5 V,,,,,
pin_led[2],Output,PIN_E25,7,B7_N1,PIN_E25,2.5 V,,,,,
pin_led[1],Output,PIN_E22,7,B7_N0,PIN_E22,2.5 V,,,,,
pin_led[0],Output,PIN_E21,7,B7_N0,PIN_E21,2.5 V,,,,,
pin_read,Input,PIN_N21,6,B6_N2,PIN_N21,2.5 V,,,,,
pin_reset,Input,PIN_M23,6,B6_N2,PIN_M23,2.5 V,,,,,
pin_sw[1],Input,PIN_AC28,5,B5_N2,PIN_AD3,,,,,,
pin_sw[0],Input,PIN_AB28,5,B5_N1,PIN_Y1,,,,,,
pin_write,Input,PIN_R24,5,B5_N0,PIN_R24,2.5 V,,,,,
