# Copyright (C) 2022  Intel Corporation. All rights reserved.
# Your use of Intel Corporation's design tools, logic functions 
# and other software and tools, and any partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Intel Program License 
# Subscription Agreement, the Intel Quartus Prime License Agreement,
# the Intel FPGA IP License Agreement, or other applicable license
# agreement, including, without limitation, that your use is for
# the sole purpose of programming logic devices manufactured by
# Intel and sold by Intel or its authorized distributors.  Please
# refer to the applicable agreement for further details, at
# https://fpgasoftware.intel.com/eula.

# Quartus Prime Version 22.1std.0 Build 915 10/25/2022 SC Lite Edition
# File: D:\2024\FPGA\codeFPGAL_LIB\SRAM\topSRAM.csv
# Generated on: Thu Jul  4 14:35:22 2024

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus Prime software.

To,Direction,Location,I/O Bank,VREF Group,Fitter Location,I/O Standard,Reserved,Current Strength,Slew Rate,Differential Pair,Strict Preservation
pinAddr[6],Output,PIN_AB5,2,B2_N2,PIN_AB5,2.5 V,,,,,
pinAddr[5],Output,PIN_AE6,3,B3_N2,PIN_AE6,2.5 V,,,,,
pinAddr[4],Output,PIN_AB6,2,B2_N2,PIN_AB6,2.5 V,,,,,
pinAddr[3],Output,PIN_AC7,3,B3_N2,PIN_AC7,2.5 V,,,,,
pinAddr[2],Output,PIN_AE7,3,B3_N1,PIN_AE7,2.5 V,,,,,
pinAddr[1],Output,PIN_AD7,3,B3_N2,PIN_AD7,2.5 V,,,,,
pinAddr[0],Output,PIN_AB7,3,B3_N1,PIN_AB7,2.5 V,,,,,
pinCE,Output,PIN_AF8,3,B3_N1,PIN_AF8,2.5 V,,,,,
pinData[15],Bidir,PIN_AG3,3,B3_N2,PIN_AG3,2.5 V,,,,,
pinData[14],Bidir,PIN_AF3,3,B3_N2,PIN_AF3,2.5 V,,,,,
pinData[13],Bidir,PIN_AE4,3,B3_N2,PIN_AE4,2.5 V,,,,,
pinData[12],Bidir,PIN_AE3,2,B2_N2,PIN_AE3,2.5 V,,,,,
pinData[11],Bidir,PIN_AE1,2,B2_N1,PIN_AE1,2.5 V,,,,,
pinData[10],Bidir,PIN_AE2,2,B2_N1,PIN_AE2,2.5 V,,,,,
pinData[9],Bidir,PIN_AD2,2,B2_N1,PIN_AD2,2.5 V,,,,,
pinData[8],Bidir,PIN_AD1,2,B2_N1,PIN_AD1,2.5 V,,,,,
pinData[7],Bidir,PIN_AF7,3,B3_N1,PIN_AF7,2.5 V,,,,,
pinData[6],Bidir,PIN_AH6,3,B3_N2,PIN_AH6,2.5 V,,,,,
pinData[5],Bidir,PIN_AG6,3,B3_N2,PIN_AG6,2.5 V,,,,,
pinData[4],Bidir,PIN_AF6,3,B3_N2,PIN_AF6,2.5 V,,,,,
pinData[3],Bidir,PIN_AH4,3,B3_N2,PIN_AH4,2.5 V,,,,,
pinData[2],Bidir,PIN_AG4,3,B3_N2,PIN_AG4,2.5 V,,,,,
pinData[1],Bidir,PIN_AF4,3,B3_N2,PIN_AF4,2.5 V,,,,,
pinData[0],Bidir,PIN_AH3,3,B3_N2,PIN_AH3,2.5 V,,,,,
pinLB,Output,PIN_AD4,3,B3_N2,PIN_AD4,2.5 V,,,,,
pinLED[15],Output,PIN_G15,7,B7_N2,PIN_G15,2.5 V,,,,,
pinLED[14],Output,PIN_F15,7,B7_N2,PIN_F15,2.5 V,,,,,
pinLED[13],Output,PIN_H17,7,B7_N2,PIN_H17,2.5 V,,,,,
pinLED[12],Output,PIN_J16,7,B7_N2,PIN_J16,2.5 V,,,,,
pinLED[11],Output,PIN_H16,7,B7_N2,PIN_H16,2.5 V,,,,,
pinLED[10],Output,PIN_J15,7,B7_N2,PIN_J15,2.5 V,,,,,
pinLED[9],Output,PIN_G17,7,B7_N1,PIN_G17,2.5 V,,,,,
pinLED[8],Output,PIN_J17,7,B7_N2,PIN_J17,2.5 V,,,,,
pinLED[7],Output,PIN_H19,7,B7_N2,PIN_H19,2.5 V,,,,,
pinLED[6],Output,PIN_J19,7,B7_N2,PIN_J19,2.5 V,,,,,
pinLED[5],Output,PIN_E18,7,B7_N1,PIN_E18,2.5 V,,,,,
pinLED[4],Output,PIN_F18,7,B7_N1,PIN_F18,2.5 V,,,,,
pinLED[3],Output,PIN_F21,7,B7_N0,PIN_F21,2.5 V,,,,,
pinLED[2],Output,PIN_E19,7,B7_N0,PIN_E19,2.5 V,,,,,
pinLED[1],Output,PIN_F19,7,B7_N0,PIN_F19,2.5 V,,,,,
pinLED[0],Output,PIN_G19,7,B7_N2,PIN_G19,2.5 V,,,,,
pinOE,Output,PIN_AD5,3,B3_N2,PIN_AD5,2.5 V,,,,,
pinRead,Input,PIN_N21,6,B6_N2,PIN_N21,2.5 V,,,,,
pinReset,Input,PIN_M23,6,B6_N2,PIN_M23,2.5 V,,,,,
pinSW[15],Input,PIN_AA22,5,B5_N2,PIN_AA22,2.5 V,,,,,
pinSW[14],Input,PIN_AA23,5,B5_N2,PIN_AA23,2.5 V,,,,,
pinSW[13],Input,PIN_AA24,5,B5_N2,PIN_AA24,2.5 V,,,,,
pinSW[12],Input,PIN_AB23,5,B5_N2,PIN_AB23,2.5 V,,,,,
pinSW[11],Input,PIN_AB24,5,B5_N2,PIN_AB24,2.5 V,,,,,
pinSW[10],Input,PIN_AC24,5,B5_N2,PIN_AC24,2.5 V,,,,,
pinSW[9],Input,PIN_AB25,5,B5_N1,PIN_AB25,2.5 V,,,,,
pinSW[8],Input,PIN_AC25,5,B5_N2,PIN_AC25,2.5 V,,,,,
pinSW[7],Input,PIN_AB26,5,B5_N1,PIN_AB26,2.5 V,,,,,
pinSW[6],Input,PIN_AD26,5,B5_N2,PIN_AD26,2.5 V,,,,,
pinSW[5],Input,PIN_AC26,5,B5_N2,PIN_AC26,2.5 V,,,,,
pinSW[4],Input,PIN_AB27,5,B5_N1,PIN_AB27,2.5 V,,,,,
pinSW[3],Input,PIN_AD27,5,B5_N2,PIN_AD27,2.5 V,,,,,
pinSW[2],Input,PIN_AC27,5,B5_N2,PIN_AC27,2.5 V,,,,,
pinSW[1],Input,PIN_AC28,5,B5_N2,PIN_AC28,2.5 V,,,,,
pinSW[0],Input,PIN_AB28,5,B5_N1,PIN_AB28,2.5 V,,,,,
pinUB,Output,PIN_AC4,2,B2_N2,PIN_AC4,2.5 V,,,,,
pinWE,Output,PIN_AE8,3,B3_N1,PIN_AE8,2.5 V,,,,,
pinWrite,Input,PIN_R24,5,B5_N0,PIN_R24,2.5 V,,,,,
