# Copyright (C) 2017  Intel Corporation. All rights reserved.
# Your use of Intel Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Intel Program License 
# Subscription Agreement, the Intel Quartus Prime License Agreement,
# the Intel FPGA IP License Agreement, or other applicable license
# agreement, including, without limitation, that your use is for
# the sole purpose of programming logic devices manufactured by
# Intel and sold by Intel or its authorized distributors.  Please
# refer to the applicable agreement for further details.

# Quartus Prime Version 17.1.0 Build 590 10/25/2017 SJ Lite Edition
# File: D:\2024\FPGA\codeFPGAL_LIB\Camera_OV7670_stream\top_ov7670.csv
# Generated on: Fri Aug 16 10:18:24 2024

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus Prime software.

To,Direction,Location,I/O Bank,VREF Group,Fitter Location,I/O Standard,Reserved,Current Strength,Slew Rate,Differential Pair,Strict Preservation
SRAM_ADDR[17],Output,PIN_AB9,3,B3_N2,PIN_AB9,2.5 V,,,,,
SRAM_ADDR[16],Output,PIN_AC11,3,B3_N0,PIN_AC11,2.5 V,,,,,
SRAM_ADDR[15],Output,PIN_AB11,3,B3_N1,PIN_AB11,2.5 V,,,,,
SRAM_ADDR[14],Output,PIN_AA4,2,B2_N1,PIN_AA4,2.5 V,,,,,
SRAM_ADDR[13],Output,PIN_AC3,2,B2_N1,PIN_AC3,2.5 V,,,,,
SRAM_ADDR[12],Output,PIN_AB4,2,B2_N2,PIN_AB4,2.5 V,,,,,
SRAM_ADDR[11],Output,PIN_AD3,2,B2_N1,PIN_AD3,2.5 V,,,,,
SRAM_ADDR[10],Output,PIN_AF2,2,B2_N2,PIN_AF2,2.5 V,,,,,
SRAM_ADDR[9],Output,PIN_T7,2,B2_N0,PIN_T7,2.5 V,,,,,
SRAM_ADDR[8],Output,PIN_AF5,3,B3_N2,PIN_AF5,2.5 V,,,,,
SRAM_ADDR[7],Output,PIN_AC5,2,B2_N2,PIN_AC5,2.5 V,,,,,
SRAM_ADDR[6],Output,PIN_AB5,2,B2_N2,PIN_AB5,2.5 V,,,,,
SRAM_ADDR[5],Output,PIN_AE6,3,B3_N2,PIN_AE6,2.5 V,,,,,
SRAM_ADDR[4],Output,PIN_AB6,2,B2_N2,PIN_AB6,2.5 V,,,,,
SRAM_ADDR[3],Output,PIN_AC7,3,B3_N2,PIN_AC7,2.5 V,,,,,
SRAM_ADDR[2],Output,PIN_AE7,3,B3_N1,PIN_AE7,2.5 V,,,,,
SRAM_ADDR[1],Output,PIN_AD7,3,B3_N2,PIN_AD7,2.5 V,,,,,
SRAM_ADDR[0],Output,PIN_AB7,3,B3_N1,PIN_AB7,2.5 V,,,,,
SRAM_CE_N,Output,PIN_AF8,3,B3_N1,PIN_AF8,2.5 V,,,,,
SRAM_DQ[15],Bidir,PIN_AG3,3,B3_N2,PIN_AG3,2.5 V,,,,,
SRAM_DQ[14],Bidir,PIN_AF3,3,B3_N2,PIN_AF3,2.5 V,,,,,
SRAM_DQ[13],Bidir,PIN_AE4,3,B3_N2,PIN_AE4,2.5 V,,,,,
SRAM_DQ[12],Bidir,PIN_AE3,2,B2_N2,PIN_AE3,2.5 V,,,,,
SRAM_DQ[11],Bidir,PIN_AE1,2,B2_N1,PIN_AE1,2.5 V,,,,,
SRAM_DQ[10],Bidir,PIN_AE2,2,B2_N1,PIN_AE2,2.5 V,,,,,
SRAM_DQ[9],Bidir,PIN_AD2,2,B2_N1,PIN_AD2,2.5 V,,,,,
SRAM_DQ[8],Bidir,PIN_AD1,2,B2_N1,PIN_AD1,2.5 V,,,,,
SRAM_DQ[7],Bidir,PIN_AF7,3,B3_N1,PIN_AF7,2.5 V,,,,,
SRAM_DQ[6],Bidir,PIN_AH6,3,B3_N2,PIN_AH6,2.5 V,,,,,
SRAM_DQ[5],Bidir,PIN_AG6,3,B3_N2,PIN_AG6,2.5 V,,,,,
SRAM_DQ[4],Bidir,PIN_AF6,3,B3_N2,PIN_AF6,2.5 V,,,,,
SRAM_DQ[3],Bidir,PIN_AH4,3,B3_N2,PIN_AH4,2.5 V,,,,,
SRAM_DQ[2],Bidir,PIN_AG4,3,B3_N2,PIN_AG4,2.5 V,,,,,
SRAM_DQ[1],Bidir,PIN_AF4,3,B3_N2,PIN_AF4,2.5 V,,,,,
SRAM_DQ[0],Bidir,PIN_AH3,3,B3_N2,PIN_AH3,2.5 V,,,,,
SRAM_LB_N,Output,PIN_AD4,3,B3_N2,PIN_AD4,2.5 V,,,,,
SRAM_OE_N,Output,PIN_AD5,3,B3_N2,PIN_AD5,2.5 V,,,,,
SRAM_UB_N,Output,PIN_AC4,2,B2_N2,PIN_AC4,2.5 V,,,,,
SRAM_WE_N,Output,PIN_AE8,3,B3_N1,PIN_AE8,2.5 V,,,,,
VSYNC_CAMERA,Input,PIN_AD19,4,B4_N0,PIN_AD19,2.5 V,,,,,
XCLK_CAMERA,Output,PIN_AE20,4,B4_N1,PIN_AE20,2.5 V,,,,,
bt_config,Input,PIN_R24,5,B5_N0,PIN_R24,2.5 V,,,,,
clock_50mhz,Input,PIN_Y2,2,B2_N0,PIN_Y2,2.5 V,,,,,
led_g0,Output,PIN_E21,7,B7_N0,PIN_E21,2.5 V,,,,,
led_test[18],Output,PIN_F17,7,B7_N2,PIN_F17,2.5 V,,,,,
led_test[17],Output,PIN_H15,7,B7_N2,PIN_H15,2.5 V,,,,,
led_test[16],Output,PIN_G16,7,B7_N2,PIN_G16,2.5 V,,,,,
led_test[15],Output,PIN_G15,7,B7_N2,PIN_G15,2.5 V,,,,,
led_test[14],Output,PIN_F15,7,B7_N2,PIN_F15,2.5 V,,,,,
led_test[13],Output,PIN_H17,7,B7_N2,PIN_H17,2.5 V,,,,,
led_test[12],Output,PIN_J16,7,B7_N2,PIN_J16,2.5 V,,,,,
led_test[11],Output,PIN_H16,7,B7_N2,PIN_H16,2.5 V,,,,,
led_test[10],Output,PIN_J15,7,B7_N2,PIN_J15,2.5 V,,,,,
led_test[9],Output,PIN_G17,7,B7_N1,PIN_G17,2.5 V,,,,,
led_test[8],Output,PIN_J17,7,B7_N2,PIN_J17,2.5 V,,,,,
led_test[7],Output,PIN_H19,7,B7_N2,PIN_H19,2.5 V,,,,,
led_test[6],Output,PIN_J19,7,B7_N2,PIN_J19,2.5 V,,,,,
led_test[5],Output,PIN_E18,7,B7_N1,PIN_E18,2.5 V,,,,,
led_test[4],Output,PIN_F18,7,B7_N1,PIN_F18,2.5 V,,,,,
led_test[3],Output,PIN_F21,7,B7_N0,PIN_F21,2.5 V,,,,,
led_test[2],Output,PIN_E19,7,B7_N0,PIN_E19,2.5 V,,,,,
led_test[1],Output,PIN_F19,7,B7_N0,PIN_F19,2.5 V,,,,,
led_test[0],Output,PIN_G19,7,B7_N2,PIN_G19,2.5 V,,,,,
pin_b[7],Output,PIN_D12,8,B8_N0,PIN_D12,2.5 V,,,,,
pin_b[6],Output,PIN_D11,8,B8_N1,PIN_D11,2.5 V,,,,,
pin_b[5],Output,PIN_C12,8,B8_N0,PIN_C12,2.5 V,,,,,
pin_b[4],Output,PIN_A11,8,B8_N0,PIN_A11,2.5 V,,,,,
pin_b[3],Output,PIN_B11,8,B8_N0,PIN_B11,2.5 V,,,,,
pin_b[2],Output,PIN_C11,8,B8_N1,PIN_C11,2.5 V,,,,,
pin_b[1],Output,PIN_A10,8,B8_N0,PIN_A10,2.5 V,,,,,
pin_b[0],Output,PIN_B10,8,B8_N0,PIN_B10,2.5 V,,,,,
pin_bank,Output,PIN_F11,8,B8_N1,PIN_F11,2.5 V,,,,,
pin_g[7],Output,PIN_C9,8,B8_N1,PIN_C9,2.5 V,,,,,
pin_g[6],Output,PIN_F10,8,B8_N1,PIN_F10,2.5 V,,,,,
pin_g[5],Output,PIN_B8,8,B8_N1,PIN_B8,2.5 V,,,,,
pin_g[4],Output,PIN_C8,8,B8_N1,PIN_C8,2.5 V,,,,,
pin_g[3],Output,PIN_H12,8,B8_N1,PIN_H12,2.5 V,,,,,
pin_g[2],Output,PIN_F8,8,B8_N2,PIN_F8,2.5 V,,,,,
pin_g[1],Output,PIN_G11,8,B8_N1,PIN_G11,2.5 V,,,,,
pin_g[0],Output,PIN_G8,8,B8_N2,PIN_G8,2.5 V,,,,,
pin_hs,Output,PIN_G13,8,B8_N0,PIN_G13,2.5 V,,,,,
pin_r[7],Output,PIN_H10,8,B8_N1,PIN_H10,2.5 V,,,,,
pin_r[6],Output,PIN_H8,8,B8_N2,PIN_H8,2.5 V,,,,,
pin_r[5],Output,PIN_J12,8,B8_N0,PIN_J12,2.5 V,,,,,
pin_r[4],Output,PIN_G10,8,B8_N1,PIN_G10,2.5 V,,,,,
pin_r[3],Output,PIN_F12,8,B8_N1,PIN_F12,2.5 V,,,,,
pin_r[2],Output,PIN_D10,8,B8_N1,PIN_D10,2.5 V,,,,,
pin_r[1],Output,PIN_E11,8,B8_N1,PIN_E11,2.5 V,,,,,
pin_r[0],Output,PIN_E12,8,B8_N1,PIN_E12,2.5 V,,,,,
pin_read_sram,Input,PIN_M21,6,B6_N1,PIN_M21,2.5 V,,,,,
pin_reset,Input,PIN_M23,6,B6_N2,PIN_M23,2.5 V,,,,,
pin_scl,Output,PIN_AG22,4,B4_N1,PIN_AG22,2.5 V,,,,,
pin_sda,Bidir,PIN_AH22,4,B4_N1,PIN_AH22,2.5 V,,,,,
pin_start,Input,PIN_N21,6,B6_N2,PIN_A14,,,,,,
pin_sync,Output,PIN_C10,8,B8_N0,PIN_C10,2.5 V,,,,,
pin_vga_clock,Output,PIN_A12,8,B8_N0,PIN_A12,2.5 V,,,,,
pin_vs,Output,PIN_C13,8,B8_N0,PIN_C13,2.5 V,,,,,
sw_addr[1],Input,PIN_Y23,5,B5_N2,PIN_Y23,2.5 V,,,,,
sw_addr[0],Input,PIN_Y24,5,B5_N2,PIN_Y24,2.5 V,,,,,
sw_read,Input,PIN_AC27,5,B5_N2,PIN_AC27,2.5 V,,,,,
sw_write,Input,PIN_AB28,5,B5_N1,PIN_AB28,2.5 V,,,,,
